CountyName,Population,CO2,Methane
Ottawa County,30338.0,0.0,0.0
Pawnee County,15757.0,0.0,0.0
Pottawatomie County,73533.0,37104.9,28928.5
Pratt County,9067.0,52437.8,24.75
Rawlins County,2528.0,0.0,0.0
Reno County,61516.0,297493.5,238213.25
Republic County,4642.0,0.0,0.0
Riley County,71108.0,58139.5,27.75
Rooks County,4813.0,0.0,0.0
Seward County,17692.0,22.5,57212.75
Rice County,67693.0,367527.1,52973.0
Sheridan County,32096.0,301419.2,178969.75
Shawnee County,177480.0,87850.6,59917.25
Sherman County,2799.0,0.0,0.0
Smith County,241922.0,1085019.77,783120.16
Stafford County,163380.0,30.3,21535.5
Stanton County,5717.0,205689.5,79639.25
Stevens County,48229.0,2446.0,8668.0
Sumner County,203858.0,4353955.8,27317.55
Trego County,2752.0,0.0,0.0
Wabaunsee County,7019.0,0.0,0.0
Wallace County,1488.0,0.0,0.0
Wichita County,129978.0,204264.8,140499.75
Wilson County,52735.0,0.0,0.0
Woodson County,3109.0,0.0,0.0
Wyandotte County,165746.0,1682329.4,9958.0
Ballard County,7650.0,233600.5,33001.25
Bath County,4049.0,0.0,0.0
Barren County,44854.0,0.0,137760.75
Bell County,388386.0,2515923.5,138275.0
Boyd County,1741.0,0.0,0.0
Boyle County,30904.0,119609.8,7594.25
Bracken County,8452.0,0.0,0.0
Breathitt County,13351.0,0.0,0.0
Bullitt County,83836.0,75026.2,150.75
Breckinridge County,20943.0,19069.9,9608.75
Caldwell County,47848.0,47604.7,39647.0
Calloway County,37685.0,1.7,1411.25
Campbell County,47058.0,8546456.7,102176.75
Carlisle County,4720.0,0.0,0.0
Carter County,56410.0,0.0,0.0
Casey County,15920.0,122514.4,5568.0
Edmonson County,12269.0,0.0,0.0
Elliott County,7293.0,0.0,0.0
Estill County,14044.0,238.0,10794.25
Fleming County,15288.0,0.0,0.0
Garrard County,17589.0,98010.9,537.0
Graves County,36412.0,22.4,105987.25
Grayson County,15343.0,0.0,0.0
Greenup County,35403.0,94459.5,8600.5
Green County,36816.0,107252.1,69.75
Harlan County,3054.0,0.0,0.0
Hickman County,25455.0,66812.5,19361.75
Hopkins County,37804.0,0.0,0.0
Jessamine County,54254.0,0.0,0.0
Knott County,13874.0,0.0,0.0
Kenton County,170313.0,14595.1,7.0
LaRue County,15163.0,0.0,0.0
Laurel County,62885.0,0.0,44978.5
Leslie County,10093.0,0.0,0.0
Letcher County,20893.0,0.0,0.0
McCracken County,67490.0,6802566.7,19661.35
McCreary County,16701.0,0.0,0.0
Magoffin County,11357.0,0.0,0.0
Menifee County,6250.0,0.0,0.0
Metcalfe County,10370.0,99079.0,298.5
Muhlenberg County,30455.0,2486752.4,179130.92
Nelson County,14652.0,0.0,0.0
Nicholas County,24335.0,0.0,0.0
Oldham County,1752.0,0.0,0.0
Owsley County,3929.0,0.0,0.0
Pendleton County,6011.0,362718.0,2824.25
Powell County,7051.0,0.0,0.0
Robertson County,17153.0,15226483.4,42135.5
Rockcastle County,16242.0,0.0,0.0
Rowan County,149645.0,1864902.0,36353.5
Simpson County,25587.0,148077.1,14268.0
Todd County,9220.0,0.0,0.0
Trigg County,14332.0,0.0,0.0
Trimble County,8539.0,7675465.0,21091.0
Wolfe County,6400.0,0.0,0.0
Acadia Parish,56744.0,2573563.3,67675.75
Allen Parish,22320.0,27740.7,40470.5
Ascension Parish,130458.0,13508610.6,45388.0
Assumption Parish,20604.0,171282.5,3027.0
Avoyelles Parish,38751.0,34696.9,7670.5
Beauregard Parish,36570.0,537370.6,30981.0
Bienville Parish,12641.0,784832.8,53669.25
Bossier Parish,129276.0,278650.3,24908.75
Caddo Parish,229025.0,1922456.5,340397.25
Calcasieu Parish,202418.0,17188571.41,42202.03
Caldwell Parish,9554.0,69802.1,19346.75
Cameron Parish,4902.0,8584737.09,44871.5
Catahoula Parish,8566.0,0.0,0.0
Claiborne Parish,13744.0,0.0,0.0
Concordia Parish,18116.0,0.0,0.0
De Soto Parish,26853.0,4149236.0,299551.0
East Baton Rouge Parish,450544.0,8443958.7,479682.75
East Feliciana Parish,19135.0,33216.7,8140.25
East Carroll Parish,6990.0,0.0,0.0
Evangeline Parish,31986.0,1394005.7,2999.0
Franklin Parish,19308.0,0.0,0.0
Grant Parish,22000.0,0.0,0.0
Iberia Parish,68327.0,0.0,0.0
Iberville Parish,29506.0,4011127.8,8139.75
Jackson Parish,14839.0,403325.3,18537.75
Jefferson Parish,425884.0,5309826.1,306327.25
Jefferson Davis Parish,32026.0,73516.6,67609.75
Lafayette Parish,247866.0,54945.5,27989.75
Lafourche Parish,95870.0,154761.0,2367.5
La Salle Parish,14729.0,93737.8,105352.0
Livingston Parish,148425.0,933.0,28344.75
Madison Parish,9478.0,198152.2,9176.0
Morehouse Parish,24446.0,54932.1,32049.5
Lincoln Parish,48129.0,178180.4,21445.25
Natchitoches Parish,36663.0,524073.1,165337.5
Orleans Parish,369749.0,312913.4,32672.25
Ouachita Parish,157702.0,2550039.5,170183.0
Plaquemines Parish,22516.0,2148240.21,7813.47
Pointe Coupee Parish,20151.0,2980986.1,48975.25
Rapides Parish,127189.0,6553414.2,21182.25
Red River Parish,7420.0,599376.5,44272.75
Richland Parish,19826.0,430817.2,17713.25
Sabine Parish,21985.0,134598.2,3448.0
St. Bernard Parish,44479.0,2539964.3,12914.25
St. Charles Parish,50998.0,15637787.3,93617.5
St. Helena Parish,10822.0,271.2,14050.25
St. John the Baptist Parish,39864.0,4942342.5,18446.5
St. James Parish,19423.0,3661136.5,7081.5
St. Landry Parish,81773.0,589572.9,95142.75
St. Martin Parish,51236.0,0.0,0.0
St. Mary Parish,47789.0,874828.0,137665.5
St. Tammany Parish,273263.0,56250.7,18508.25
Tangipahoa Parish,137048.0,0.0,11561.0
Tensas Parish,3846.0,0.0,35371.5
Union Parish,20721.0,49020.0,158612.75
Terrebonne Parish,104786.0,14930.4,6.75
Vermilion Parish,56952.0,175720.3,17966.5
Vernon Parish,47247.0,0.0,0.0
Washington Parish,45025.0,184789.7,63680.5
Webster Parish,35643.0,230103.0,26499.75
West Baton Rouge Parish,28034.0,1101335.1,2586.5
West Carroll Parish,9475.0,1845.7,3111.75
West Feliciana Parish,15381.0,261922.8,1603.5
Winn Parish,13205.0,0.0,0.0
Androscoggin County,113023.0,21996.5,10.25
Aroostook County,67255.0,13071.0,1108.75
Kennebec County,125540.0,0.0,0.0
Oxford County,59495.0,568950.3,3052.25
Penobscot County,153704.0,388503.5,45711.75
Piscataquis County,17417.0,0.0,0.0
Sagadahoc County,37393.0,24444.2,748.75
Somerset County,72710.0,39851.7,59222.75
Waldo County,40241.0,0.0,0.0
York County,71341.0,44930.9,36.0
Allegany County,46694.0,12895.3,89448.5
Anne Arundel County,593286.0,2749972.5,83772.75
Baltimore County,846161.0,98.9,82136.0
Calvert County,94573.0,1126738.6,4837.25
Caroline County,31957.0,276892.2,146.25
Cecil County,104942.0,1426992.4,57006.0
Charles County,170102.0,2983885.3,77597.0
Dorchester County,166133.0,1236647.2,58199.25
Frederick County,95051.0,254841.3,54510.75
Garrett County,28579.0,54296.9,46935.75
Harford County,263867.0,242613.3,50219.75
Prince George's County,946971.0,3262715.0,65329.5
Queen Anne's County,51711.0,0.0,0.0
St. Mary's County,114877.0,0.0,0.0
Wicomico County,104664.0,41782.7,54706.0
Worcester County,862927.0,1600357.2,68151.5
Baltimore,569931.0,678811.4,206049.75
Barnstable County,232457.0,145320.9,81.75
Berkshire County,127859.0,197068.1,465.5
Bristol County,50360.0,0.0,0.0
Dukes County,20868.0,0.0,0.0
Essex County,10630.0,0.0,0.0
Hampden County,461041.0,596181.2,13762.0
Hampshire County,23468.0,0.0,0.0
Norfolk County,725531.0,2558862.1,95826.25
Nantucket County,14421.0,0.0,0.0
Suffolk County,1525465.0,4429431.9,38344.5
Alcona County,10417.0,18740.5,524.75
Alger County,8807.0,76631.0,202.75
Allegan County,121210.0,505523.3,3446.25
Alpena County,28847.0,1857975.9,774.5
Antrim County,24249.0,39674.5,1725.0
Arenac County,15089.0,0.0,0.0
Baraga County,8277.0,167041.1,744.0
Benzie County,18297.0,1111.7,27827.25
Barry County,34926.0,0.0,0.0
Branch County,44531.0,63611.0,30.0
Cheboygan County,25940.0,0.0,0.0
Chippewa County,66807.0,119077.8,57.5
Charlevoix County,26293.0,1424267.5,752.75
Clare County,31352.0,15214.9,29314.0
Eaton County,108992.0,919991.6,2570.0
Gladwin County,25728.0,0.0,0.0
Genesee County,57535.0,103816.9,3516.75
Gogebic County,14319.0,113886.2,14268.25
Grand Traverse County,96464.0,0.0,0.0
Hillsdale County,45762.0,0.0,0.0
Gratiot County,41100.0,0.0,0.0
Houghton County,37035.0,0.0,0.0
Huron County,58218.0,78633.72,37.0
Ingham County,284108.0,353235.8,3729.75
Ionia County,66809.0,0.0,0.0
Iosco County,25521.0,0.0,0.0
Iron County,6224.0,0.0,0.0
Isabella County,64447.0,8808.2,4952.25
Kalkaska County,18182.0,108268.6,5994.5
Kalamazoo County,261173.0,291368.1,159.25
Keweenaw County,2180.0,0.0,0.0
Lapeer County,88780.0,0.0,0.0
Lenawee County,98567.0,0.0,8227.5
Leelanau County,22870.0,379437.7,281871.5
Luce County,5330.0,0.0,0.0
Mackinac County,10941.0,48332.6,583.0
Macomb County,874195.0,355227.9,220133.0
Manistee County,25287.0,851901.4,15928.25
Marquette County,15779.0,0.0,0.0
Mecosta County,40720.0,23850.6,9920.5
Menominee County,4197.0,0.0,0.0
Midland County,171999.0,8856291.47,3181807.21
Missaukee County,15213.0,19142.5,471.25
Montmorency County,9569.0,11.3,76615.0
Muskegon County,176565.0,32858.3,74450.0
Newaygo County,50886.0,0.0,0.0
Montcalm County,67433.0,476960.0,46977.25
Oakland County,1269431.0,160355.7,188536.0
Oceana County,26973.0,0.0,0.0
Ontonagon County,5863.0,450.6,56016.25
Ogemaw County,20970.0,0.0,0.0
Oscoda County,8404.0,0.0,0.0
Otsego County,60636.0,0.0,0.0
Roscommon County,23708.0,0.0,0.0
Presque Isle County,13361.0,5.7,70887.25
Sanilac County,40657.0,43260.8,15731.5
Saginaw County,188330.0,187782.3,37850.5
Aitkin County,16126.0,0.0,0.0
Tuscola County,52945.0,152751.7,79.0
Wexford County,34196.0,42667.8,107843.25
Washtenaw County,366376.0,287263.7,31152.75
Shiawassee County,68022.0,194.9,58882.0
Schoolcraft County,8188.0,314428.8,323.5
Anoka County,368864.0,0.0,31172.75
Becker County,35371.0,0.0,0.0
Beltrami County,46799.0,61287.0,28.5
Big Stone County,5144.0,0.0,0.0
Blue Earth County,69631.0,1538821.3,18867.0
Carlton County,36708.0,195378.7,51075.0
Carver County,110034.0,0.0,0.0
Chisago County,57988.0,0.0,0.0
Cottonwood County,11356.0,137643.7,64.75
Crow Wing County,67948.0,47.7,39634.0
Dakota County,21042.0,164922.0,59918.25
Faribault County,13926.0,4237.9,2.0
Fillmore County,5553.0,61955.2,10.5
Freeborn County,30718.0,159381.3,1439.75
Goodhue County,48013.0,269505.3,182.25
Hennepin County,1260121.0,1074870.22,519944.0
Hubbard County,21960.0,36145.7,2386.5
Isanti County,42727.0,62061.8,29.5
Itasca County,45205.0,5680984.4,5153.25
Kanabec County,16463.0,18.8,27793.5
Kandiyohi County,43839.0,111237.4,52.5
Kittson County,4059.0,0.0,0.0
Koochiching County,11844.0,152197.1,804.0
Lac qui Parle County,6689.0,36891.0,17.5
Lake of the Woods County,3871.0,0.0,0.0
Le Sueur County,29153.0,0.0,0.0
McLeod County,36714.0,37184.0,19834.5
Mahnomen County,5328.0,0.0,0.0
Meeker County,23496.0,0.0,0.0
Mille Lacs County,27280.0,0.0,0.0
Morrison County,34246.0,1114.6,0.5
Mower County,40140.0,150704.7,53866.75
Nicollet County,34441.0,0.0,0.0
Nobles County,21947.0,91781.0,43.5
Norman County,6377.0,13176.9,2391.5
Olmsted County,164020.0,261841.7,16821.75
Pennington County,114461.0,944603.6,44845.75
Otter Tail County,60519.0,254068.8,863.25
Pine County,29446.0,0.0,0.0
Pipestone County,9355.0,0.0,0.0
Red Lake County,3874.0,0.0,0.0
Ramsey County,11515.0,0.0,0.0
Redwood County,15361.0,107311.8,1381.75
Renville County,2220.0,0.0,0.0
Rock County,164060.0,2063735.1,957.5
Roseau County,15292.0,0.0,0.0
St. Louis County,990414.0,616550.2,395184.25
Sherburne County,100824.0,9778845.1,250679.5
Sibley County,14955.0,192714.3,90.75
Stearns County,160405.0,23520.5,11.25
Steele County,1788.0,0.0,0.0
Swift County,9755.0,72244.7,36.0
Traverse County,3275.0,0.0,0.0
Wabasha County,21658.0,0.0,0.0
Wadena County,14307.0,0.0,0.0
Waseca County,18893.0,184369.1,86.75
Watonwan County,11075.0,0.0,0.0
Wilkin County,6350.0,0.0,0.0
Winona County,49478.0,0.0,0.0
Yellow Medicine County,9486.0,0.0,0.0
Alcorn County,34204.0,37884.2,9063.75
Amite County,12619.0,0.0,0.0
Attala County,17509.0,976712.6,8224.5
Bolivar County,29370.0,112373.3,52.25
Claiborne County,32431.0,0.0,0.0
Coahoma County,20197.0,55551.8,17487.5
Copiah County,27719.0,0.0,0.0
Forrest County,78110.0,10845.0,65990.25
George County,25206.0,11361.6,3197.25
Hinds County,217730.0,1520321.3,24561.25
Grenada County,21088.0,0.0,0.0
Humphreys County,19106.0,960732.3,122361.25
Issaquena County,1273.0,0.0,0.0
Itawamba County,23903.0,0.0,0.0
Jefferson Davis County,11088.0,93975.0,69695.5
Kemper County,8654.0,1760983.8,4767.73
Leake County,21135.0,7329.6,25172.75
Leflore County,26570.0,0.0,77833.5
Neshoba County,28673.0,0.0,0.0
Noxubee County,9990.0,0.0,0.0
Oktibbeha County,51427.0,0.0,96686.75
Panola County,22677.0,433546.1,38529.5
Pearl River County,57261.0,0.0,72627.0
Pontotoc County,38141.0,321712.6,440.75
Prentiss County,24792.0,0.0,0.0
Rankin County,158979.0,117340.9,20.0
Sharkey County,3488.0,0.0,0.0
Sunflower County,24811.0,127751.4,7698.75
Tallahatchie County,12035.0,0.0,0.0
Tate County,28296.0,0.0,0.0
Tippah County,21431.0,0.0,33129.0
Tishomingo County,18619.0,0.0,0.0
Tunica County,9458.0,162.1,28782.5
Walthall County,13761.0,51781.1,14006.25
Yalobusha County,12364.0,0.0,0.0
Yazoo County,25948.0,1111678.8,268.75
Andrew County,18003.0,0.0,0.0
Audrain County,24434.0,169150.5,1190.0
Bates County,16177.0,0.0,0.0
Bollinger County,10518.0,9158.4,4015.25
Callaway County,44762.0,3.2,0.0
Cape Girardeau County,82899.0,1084092.3,652.0
Chariton County,7386.0,0.0,0.0
Cole County,76969.0,76.8,22980.0
Cooper County,16772.0,0.0,0.0
Dent County,14467.0,97344.5,41.0
Dunklin County,27406.0,355725.3,165.0
Gasconade County,14768.0,0.0,0.0
Gentry County,6253.0,0.0,0.0
Hickory County,8630.0,0.0,0.0
Holt County,10043.0,67974.2,32.0
Howell County,40631.0,0.0,0.0
Laclede County,36313.0,0.0,0.0
McDonald County,23588.0,63237.4,21319.0
Maries County,8431.0,0.0,0.0
Moniteau County,15220.0,0.0,0.0
New Madrid County,15695.0,5273749.4,1316.5
Nodaway County,20670.0,0.0,0.0
Oregon County,8732.0,0.0,0.0
Ozark County,8940.0,0.0,0.0
Pemiscot County,14841.0,0.0,0.0
Pettis County,43353.0,81581.7,163355.25
Phelps County,8988.0,2154.2,1981.75
Platte County,8645.0,0.0,0.0
Ralls County,10420.0,0.0,0.0
Ray County,23107.0,0.0,0.0
Reynolds County,6006.0,0.0,0.0
St. Charles County,413803.0,4041644.4,11520.0
Ste. Genevieve County,18644.0,6496330.8,4975.5
St. Francois County,66969.0,181191.2,247.75
Scotland County,34162.0,209532.1,74.0
Shannon County,7193.0,0.0,0.0
Stoddard County,28377.0,92277.3,37749.0
Taney County,56821.0,0.0,0.0
Texas County,20495.0,49710.8,3494.25
Vernon County,31060.0,423626.2,111.25
St. Louis,286578.0,208373.0,94199.25
Big Horn County,11855.0,120075.1,148.75
Beaverhead County,9719.0,0.0,0.0
Broadwater County,7793.0,319057.7,354.5
Carbon County,14542.0,1107245.0,7060.0
Cascade County,84864.0,311446.9,82875.5
Chouteau County,5898.0,0.0,0.0
Daniels County,1628.0,0.0,0.0
Deer Lodge County,9510.0,174192.9,80.75
Fallon County,3011.0,17058.5,11214.5
Fergus County,11663.0,0.0,0.0
Flathead County,111814.0,32787.2,404.75
Glacier County,13681.0,0.0,0.0
Golden Valley County,1744.0,0.0,0.0
Granite County,3502.0,0.0,0.0
Hill County,37329.0,0.0,44310.75
Judith Basin County,2105.0,0.0,0.0
Lewis and Clark County,73832.0,0.0,32418.5
McCone County,1709.0,0.0,0.0
Meagher County,2013.0,0.0,0.0
Missoula County,121041.0,25.6,18321.25
Musselshell County,5197.0,0.0,0.0
Petroleum County,524.0,0.0,0.0
Pondera County,6078.0,0.0,0.0
Powder River County,1725.0,0.0,0.0
Ravalli County,47298.0,0.0,0.0
Roosevelt County,18934.0,32148.3,15.25
Rosebud County,8088.0,10442271.8,30757.75
Sanders County,13442.0,0.0,0.0
Silver Bow County,36068.0,92045.9,36765.0
Stillwater County,9177.0,0.0,0.0
Sweet Grass County,3715.0,0.0,0.0
Toole County,5082.0,0.0,0.0
Treasure County,758.0,0.0,0.0
Wheatland County,2032.0,0.0,0.0
Wibaux County,919.0,0.0,0.0
Yellowstone County,169852.0,2877910.6,142780.75
Antelope County,6293.0,0.0,0.0
Arthur County,433.0,0.0,0.0
Banner County,660.0,0.0,0.0
Box Butte County,10672.0,0.0,0.0
Buffalo County,13391.0,1946560.1,512.75
Burt County,6755.0,0.0,0.0
Cherry County,5464.0,0.0,0.0
Colfax County,12246.0,0.0,0.0
Cuming County,8929.0,0.0,0.0
Dawes County,8241.0,0.0,0.0
Deuel County,4352.0,0.0,0.0
Dixon County,5464.0,0.0,0.0
Dundy County,1590.0,0.0,0.0
Frontier County,2633.0,0.0,0.0
Furnas County,4575.0,54414.9,25.75
Gage County,21583.0,924462.8,6174.0
Garden County,1837.0,0.0,0.0
Gosper County,1808.0,5082.4,2.25
Hayes County,849.0,0.0,0.0
Hitchcock County,2598.0,46942.3,22.0
Hooker County,686.0,0.0,0.0
Kearney County,6690.0,72077.9,34.0
Keith County,8269.0,27.2,61128.5
Keya Paha County,787.0,0.0,0.0
Kimball County,3315.0,0.0,0.0
Lancaster County,10750.0,0.0,0.0
Loup County,599.0,0.0,0.0
Merrick County,7721.0,126226.6,59.5
Morrill County,4527.0,48961.7,23.0
Nance County,3326.0,0.0,0.0
Nuckolls County,4041.0,0.0,0.0
Otoe County,16198.0,6851332.0,37482.75
Perkins County,2804.0,0.0,0.0
Red Willow County,10573.0,0.0,0.0
Richardson County,7705.0,0.0,0.0
Sarpy County,196553.0,91952.6,16799.75
Saunders County,23118.0,0.0,0.0
Scotts Bluff County,35603.0,359997.0,606.75
Thayer County,4885.0,0.0,0.0
Thurston County,298758.0,0.0,0.0
Churchill County,25843.0,0.0,0.0
Elko County,54046.0,590122.0,37625.75
Esmeralda County,744.0,0.0,0.0
Eureka County,1863.0,1841383.4,4081.25
Lander County,5766.0,0.0,0.0
Nye County,54738.0,0.0,0.0
Storey County,4170.0,1801669.4,835.5
Washoe County,496745.0,217.5,196798.25
Pershing County,6462.0,38615.4,18.25
White Pine County,8788.0,14004.9,34.25
Carson City,58130.0,0.0,0.0
Belknap County,64781.0,0.0,0.0
Cheshire County,77350.0,0.0,0.0
Coos County,64990.0,0.0,0.0
Grafton County,91126.0,43692.5,120065.5
Merrimack County,156020.0,372647.0,2266.75
Rockingham County,85397.0,97013.9,15379.25
Strafford County,132275.0,17184.1,138266.0
Atlantic County,275638.0,81534.3,126984.0
Bergen County,952997.0,775011.5,17264.5
Burlington County,466103.0,42794.9,47673.5
Cape May County,95634.0,0.1,149402.75
Gloucester County,39493.0,70.0,84197.0
Hudson County,703366.0,431606.6,200.75
Hunterdon County,129777.0,69311.8,1642.75
Monmouth County,644098.0,38567.6,251725.5
Ocean County,655735.0,240226.2,55787.5
Passaic County,513936.0,0.0,0.0
Salem County,65117.0,749687.3,79184.0
Bernalillo County,672508.0,561397.7,251085.75
Catron County,3827.0,0.0,0.0
Chaves County,63894.0,41939.3,19.75
Cibola County,26950.0,0.0,0.0
Curry County,23598.0,0.0,0.0
De Baca County,1693.0,0.0,0.0
Doña Ana County,223337.0,776540.2,89715.5
Eddy County,2314.0,0.0,0.0
Guadalupe County,182760.0,3758508.88,1668.04
Harding County,1330.0,0.0,0.0
Hidalgo County,888367.0,3278956.0,210341.75
Lea County,72452.0,4042930.73,129393.44
Los Alamos County,19187.0,91730.0,43.0
Luna County,25749.0,1235009.9,6080.0
McKinley County,69830.0,56168.0,5853.25
Mora County,4169.0,0.0,0.0
Quay County,8546.0,0.0,0.0
Rio Arriba County,40048.0,0.0,0.0
Sandoval County,153501.0,34894.5,96408.0
Santa Fe County,155664.0,41.3,41520.25
Socorro County,16115.0,0.0,0.0
Taos County,34580.0,0.0,0.0
Torrance County,15454.0,29828.9,5069.25
Valencia County,78080.0,61520.0,28.5
Albany County,38031.0,10422073.0,28397.25
Bronx County,1379946.0,333104.1,162.5
Broome County,197117.0,45913.0,49424.75
Cattaraugus County,76439.0,75704.3,3031.75
Cayuga County,74998.0,169445.4,3087.0
Chemung County,81426.0,95524.6,29060.5
Chenango County,46458.0,0.0,0.0
Cortland County,46126.0,12.8,32280.0
Dutchess County,297545.0,1977271.9,18831.0
Erie County,267689.0,2333.3,165103.75
Herkimer County,59822.0,14389.6,18313.0
Brooklyn,2590516.0,1227159.5,187174.25
Manhattan,1596273.0,2780030.5,201136.75
Niagara County,210880.0,545723.1,78541.5
Onondaga County,468249.0,475797.7,175619.75
Ontario County,112707.0,116284.1,95103.25
Orleans County,27666.0,59.7,50972.75
Oswego County,118287.0,1647550.0,48733.45
Queens,2278029.0,5280422.8,27646.35
Rensselaer County,159853.0,1498328.0,2846.0
St. Lawrence County,107733.0,279141.2,7274.75
Schenectady County,160093.0,49326.0,23.75
Saratoga County,238797.0,408828.2,15115.0
Rockland County,339022.0,719037.5,2455.75
Schoharie County,30063.0,34867.4,1891.0
Seneca County,54632.0,660430.1,42537.5
Tioga County,41106.0,266256.9,75913.0
Tompkins County,104777.0,146134.5,69.25
Ulster County,182319.0,49139.1,143.0
Westchester County,990427.0,361791.0,32088.75
Wyoming County,20527.0,17777.4,53935.25
Yates County,24451.0,253122.4,110.25
Alamance County,176353.0,0.0,127969.0
Alleghany County,14835.0,1015793.0,217559.25
Anson County,22202.0,93339.1,51953.0
Ashe County,27110.0,0.0,0.0
Avery County,17571.0,0.0,0.0
Beaufort County,196371.0,0.0,0.0
Bertie County,17240.0,7384.0,253684.0
Bladen County,29446.0,55554.9,1036.5
Brunswick County,15921.0,3289423.1,62211.0
Buncombe County,273589.0,1447018.9,72724.75
Cabarrus County,235797.0,0.0,160698.25
Carteret County,69380.0,0.0,0.0
Caswell County,22614.0,0.0,0.0
Catawba County,163462.0,5690401.0,106140.0
Chowan County,13940.0,0.0,0.0
Craven County,100874.0,125634.0,136230.25
Columbus County,49885.0,214536.0,106759.25
Currituck County,31015.0,0.0,0.0
Dare County,37956.0,0.0,0.0
Davidson County,708144.0,511281.2,60732.25
Davie County,44090.0,0.0,0.0
Duplin County,48990.0,42124.1,19.75
Durham County,332680.0,14050.1,6.75
Edgecombe County,48301.0,0.0,0.0
Gaston County,234215.0,286894.1,117299.25
Gates County,10383.0,0.0,0.0
Granville County,61903.0,0.0,0.0
Guilford County,546101.0,34736.8,156631.25
Halifax County,33644.0,955355.2,2773.75
Harnett County,138832.0,0.0,0.0
Haywood County,17550.0,1374017.2,2387.88
Hertford County,20875.0,231314.2,54.75
Hoke County,53787.0,0.0,0.0
Hyde County,1184.0,0.0,0.0
Iredell County,195897.0,214510.1,104493.5
Johnston County,10406.0,0.0,0.0
Lenoir County,54633.0,42645.5,24007.75
McDowell County,17850.0,0.0,0.0
Mecklenburg County,30508.0,0.0,41143.25
Moore County,20996.0,1730022.1,26483.25
Nash County,95789.0,0.0,0.0
New Hanover County,234921.0,1789124.1,68784.5
Northampton County,11900.0,0.0,0.0
Onslow County,207298.0,0.0,70020.75
Pamlico County,12381.0,0.0,0.0
Pasquotank County,40938.0,0.0,0.0
Pender County,65737.0,0.0,0.0
Perquimans County,13210.0,0.0,0.0
Pitt County,173542.0,26911.4,23403.75
Person County,39386.0,6981587.4,75509.5
Robeson County,116663.0,55438.4,111177.75
Rutherford County,360619.0,126232.3,87045.25
Sampson County,59120.0,26820.9,835347.75
Stanly County,64153.0,20088.3,58.0
Stokes County,45175.0,6915081.8,16317.25
Surry County,6527.0,56679.1,33.75
Swain County,13967.0,0.0,0.0
Transylvania County,33355.0,0.0,0.0
Tyrrell County,3365.0,0.0,0.0
Vance County,42138.0,79937.6,25.5
Wake County,1175021.0,37572.2,157542.75
Watauga County,55089.0,0.0,0.0
Yadkin County,37463.0,0.0,0.0
Yancey County,18811.0,0.0,0.0
Barnes County,10758.0,88133.9,107.75
Benson County,5770.0,0.0,0.0
Billings County,1018.0,0.0,0.0
Bottineau County,6376.0,0.0,0.0
Bowman County,2894.0,0.0,0.0
Burleigh County,99280.0,30739.4,1147.75
Cavalier County,3597.0,0.0,0.0
Dickey County,4923.0,0.0,0.0
Divide County,2187.0,30063.8,2765.0
Dunn County,45651.0,305265.0,131.5
Emmons County,3250.0,0.0,0.0
Foster County,3378.0,0.0,0.0
Grand Forks County,72413.0,82230.1,57802.5
Griggs County,2252.0,0.0,0.0
Kidder County,2393.0,0.0,0.0
LaMoure County,4098.0,0.0,0.0
Hettinger County,2406.0,0.0,0.0
McKenzie County,13908.0,834316.34,73961.7
Mountrail County,9290.0,157243.9,7967.0
Oliver County,1856.0,4895034.2,13601.0
Pembina County,6763.0,303315.6,38469.5
Ransom County,5640.0,27146.9,620.75
Rolette County,11933.0,0.0,0.0
Sargent County,3795.0,640.5,63647.75
Slope County,672.0,0.0,0.0
Stutsman County,21487.0,393778.1,815.25
Towner County,2064.0,0.0,0.0
Traill County,7958.0,354227.5,128797.0
Walsh County,10438.0,0.0,0.0
Ward County,10964.0,368494.32,15908.46
Williams County,36652.0,25.2,135490.5
Ashtabula County,97014.0,451638.6,34609.0
Ashland County,16039.0,16767.1,628.0
Athens County,58979.0,181579.1,132208.5
Auglaize County,45948.0,23166.3,11.0
Belmont County,65509.0,125338.8,212783.75
Clermont County,210805.0,4480404.0,13162.5
Columbiana County,100511.0,305901.6,7893.0
Coshocton County,36571.0,111222.4,25406.0
Cuyahoga County,1236041.0,4058983.4,662744.75
Defiance County,38187.0,362948.7,73826.75
Darke County,51529.0,314605.3,401.0
Gallia County,29068.0,18546470.9,86861.0
Geauga County,95469.0,0.0,0.0
Guernsey County,38098.0,65679.7,7497.5
Highland County,2301.0,0.0,0.0
Hocking County,27858.0,0.0,0.0
Lorain County,316268.0,1008402.2,117628.75
Meigs County,13272.0,0.0,0.0
Licking County,181359.0,103077.1,1073.75
Medina County,53723.0,0.0,0.0
Mahoning County,225636.0,148542.3,133374.25
Morrow County,12300.0,2571784.7,43021.25
Muskingum County,86113.0,1817859.6,3996.0
Pickaway County,60023.0,645062.4,2060.25
Portage County,70718.0,185286.0,24520.5
Preble County,40596.0,0.0,37492.25
Ross County,76606.0,292726.1,22175.5
Sandusky County,58667.0,2820978.6,2606.75
Scioto County,72194.0,979238.5,25.25
Trumbull County,200643.0,2399213.8,1097.5
Tuscarawas County,91937.0,257319.8,636871.25
Vinton County,12565.0,338295.7,156.75
Van Wert County,28769.0,184895.6,88.0
Wood County,73993.0,625695.0,139650.25
Wyandot County,21567.0,13.1,27056.75
Alfalfa County,5637.0,15400.0,5285.5
